,Sexist tokens
25970,do
25971,all
25972,these
25973,peopl
25974,want
25975,cook
25976,a
25977,live
25978,?
25979,do
25980,n't
25981,they
25982,realis
25983,it
25984,'s
25985,anoth
25986,chore
25987,just
25988,more
25989,housework
25990,?
25991,it
25992,'s
25993,fun
25994,twice
25995,&
25996,gt
25997,i
25998,mean
25999,otherwis
26000,we
26001,would
26002,be
26003,the
26004,like
26005,fap
26006,about
26007,sassili
26008,fantabul
26009,we
26010,are
26011,drasko
26012,take
26013,a
26014,peek
26015,the
26016,closet
26017,then
26018,bianca
26019,push
26020,him
26021,back
26022,co
26023,that
26024,'s
26025,all
26026,they
26027,suck
26028,get
26029,their
26030,job
26031,you
26032,'ve
26033,lost
26034,yr
26035,credibility-
26036,that
26037,junk
26038,main
26039,?
26040,mark
26041,model
26042,soft
26043,act
26044,tough
26045,so
26046,long
26047,?
26048,poor
26049,show
26050,tonight
26051,'s
26052,confirm
26053,the
26054,cast
26055,peopl
26056,trawl
26057,the
26058,dark
26059,depth
26060,the
26061,serious
26062,delusion
26063,the
26064,suprem
26065,misguid
26066,plain
26067,rotten
26068,cook
26069,the
26070,highest
26071,score
26072,histori
26073,better
26074,be
26075,not
26076,be
26077,the
26078,blond
26079,kat
26080,i
26081,wa
26082,sure
26083,they
26084,'d
26085,roll
26086,lynn
26087,like
26088,violet
26089,beauregard
26090,http
26091,so
26092,kat
26093,got
26094,a
26095,new
26096,decent
26097,hair
26098,cut
26099,then
26100,a
26101,select
26102,perfect
26103,http
26104,i
26105,wonder
26106,which
26107,the
26108,blond
26109,moll
26110,screw
26111,colin
26112,get
26113,that
26114,score
26115,?
26116,probabl
26117,told
26118,these
26119,fuck
26120,girl
26121,they
26122,were
26123,hot
26124,``
26125,do
26126,you
26127,think
26128,the
26129,other
26130,team
26131,are
26132,go
26133,pick
26134,the
26135,pretti
26136,girl
26137,tonight
26138,?
26139,are
26140,there
26141,some
26142,other
26143,girl
26144,come
26145,dinner
26146,?
26147,oh
26148,kati
26149,nikki
26150,just
26151,becaus
26152,you
26153,'re
26154,(
26155,bottl
26156,)
26157,blond
26158,that
26159,doe
26160,n't
26161,automat
26162,make
26163,you
26164,pretti
26165,kati
26166,'s
26167,eyebrow
26168,are
26169,still
26170,terribl
26171,btw
26172,these
26173,two
26174,need
26175,be
26176,the
26177,dictionari
26178,under
26179,``
26180,gen
26181,y
26182,alreadi
26183,sick
26184,hear
26185,``
26186,pretti
26187,these
26188,nsw
26189,promo
26190,girl
26191,think
26192,way
26193,too
26194,highli
26195,themselves..
26196,they
26197,'re
26198,not
26199,even
26200,attract
26201,?
26202,big
26203,differ
26204,between
26205,sassi
26206,trashi
26207,sorri
26208,girl
26209,you
26210,could
26211,n't
26212,even
26213,work
26214,a
26215,can
26216,open
26217,a
26218,bit
26219,luck
26220,nikki
26221,can
26222,do
26223,some
26224,promo
26225,work
26226,a
26227,dentist
26228,get
26229,some
26230,free
26231,whiten
26232,gel
26233,what?
26234,more
26235,import
26236,your
26237,look
26238,your
26239,food
26240,?
26241,pray
26242,these
26243,two
26244,bloodi
26245,bimbo
26246,will
26247,leav
26248,the
26249,comp
26250,the
26251,next
26252,round
26253,kati
26254,is
26255,all
26256,sass
26257,i
26258,should
26259,start
26260,a
26261,drink
26262,game..
26263,everytim
26264,the
26265,girl
26266,compliment
26267,themselv
26268,skull
26269,i
26270,would
26271,n't
26272,be
26273,great
26274,shape
26275,tomz
26276,tho
26277,?
26278,these
26279,girl
26280,are
26281,either
26282,hand
26283,feet
26284,model
26285,what
26286,end
26287,?
26288,it
26289,'s
26290,a
26291,beta
26292,cuck
26293,a
26294,colleg
26295,rag
26296,...
26297,girl
26298,claim
26299,they
26300,'re
26301,hot
26302,gener
26303,have
26304,an
26305,overinfl
26306,view
26307,themselv
26308,the
26309,onli
26310,thing
26311,funnier
26312,than
26313,an
26314,upsid
26315,ice
26316,cream
26317,maker
26318,insert
26319,?
26320,when
26321,my
26322,brother
26323,'s
26324,ex
26325,wife
26326,admit
26327,burn
26328,water
26329,i
26330,think
26331,drasco
26332,just
26333,offer
26334,colin
26335,an
26336,old
26337,fashion
26338,wristi
26339,i
26340,should
26341,start
26342,a
26343,drink
26344,game..
26345,everytim
26346,the
26347,girl
26348,compliment
26349,themselv
26350,skull
26351,i
26352,would
26353,n't
26354,be
26355,great
26356,shape
26357,tomz
26358,tho
26359,?
26360,these
26361,nsw
26362,promo
26363,girl
26364,think
26365,way
26366,too
26367,highli
26368,themselves..
26369,they
26370,'re
26371,not
26372,even
26373,attract
26374,?
26375,oh
26376,kati
26377,nikki
26378,just
26379,becaus
26380,you
26381,'re
26382,(
26383,bottl
26384,)
26385,blond
26386,that
26387,doe
26388,n't
26389,automat
26390,make
26391,you
26392,pretti
26393,the
26394,one
26395,thing
26396,that
26397,could
26398,actual
26399,end
26400,the
26401,``
26402,harass
26403,...
26404,http
26405,not
26406,realli
26407,there
26408,are
26409,gamer
26410,(
26411,male
26412,femal
26413,)
26414,then
26415,there
26416,are
26417,girl
26418,gamer
26419,make
26420,a
26421,big
26422,stink
26423,abo
26424,must
26425,put
26426,word
26427,dead
26428,man
26429,mouth
26430,claim
26431,all
26432,hi
26433,work
26434,'s
26435,ex
26436,the
26437,murder
26438,i
26439,'m
26440,patienc
26441,special
26442,snowflak
26443,bleat
26444,about
26445,feel
26446,``
26447,unsaf
26448,b/c
26449,someon
26450,sai
26451,...
26452,if
26453,they
26454,had
26455,n't
26456,just
26457,flush
26458,their
26459,cup
26460,chanc
26461,i
26462,'d
26463,be
26464,inclin
26465,argu
26466,...
26467,pick
26468,the
26469,duck
26470,win
26471,cup
26472,season
26473,...
26474,that
26475,wa
26476,think
26477,gibson
26478,would
26479,be
26480,great
26481,might
26482,pick
26483,hawk
26484,now
26485,...
26486,duck
26487,it
26488,i
26489,like
26490,the
26491,forward
26492,group
26493,maf
26494,been
26495,great
26496,our
26497,defens
26498,will
26499,get
26500,bitchslap
26501,like
26502,a
26503,mean
26504,pimp
26505,junki
26506,hooker
26507,got
26508,a
26509,st
26510,coburn
26511,more
26512,than
26513,i
26514,'d
26515,have
26516,thought
26517,hawk
26518,made
26519,a
26520,mistake/took
26521,big
26522,risk
26523,timonen
26524,good
26525,deal
26526,for
26527,hextal
26528,that
26529,definit
26530,jim
26531,rutherford
26532,is
26533,a
26534,duck
26535,fan
26536,...
26537,that
26538,explain
26539,everyth
26540,flyer
26541,can
26542,never
26543,get
26544,all
26545,phase
26546,sync
26547,have
26548,had
26549,great
26550,forward
26551,had
26552,great
26553,d
26554,never
26555,find
26556,the
26557,g.
26558,if
26559,they
26560,do
26561,...
26562,they
26563,f
26564,d
26565,will
26566,be
26567,bad
26568,shoulda
26569,kept
26570,richard
26571,carter
26572,bob
26573,i
26574,laugh
26575,when
26576,they
26577,made
26578,each
26579,those
26580,deal
26581,too
26582,much
26583,drink
26584,too
26585,mani
26586,porn
26587,star
26588,then
26589,they
26590,end
26591,win
26592,la
26593,should
26594,have
26595,given
26596,them
26597,more
26598,drink
26599,porn
26600,star
26601,allegedli
26602,did
26603,hartnel
26604,ugli
26605,wife
26606,...
26607,k.
26608,thank
26609,for
26610,demonstr
26611,a
26612,firm
26613,understand
26614,legal
26615,right
26616,when
26617,i
26618,criticis
26619,the
26620,campaign
26621,a
26622,feminist
26623,respond
26624,/
26625,http
26626,what
26627,is
26628,the
26629,event
26630,?
26631,given
26632,that
26633,it
26634,'s
26635,wapo
26636,...
26637,lay
26638,odd
26639,...
26640,ucla
26641,women
26642,'s
26643,law
26644,group
26645,libel
26646,ch
26647,then
26648,tri
26649,hide
26650,it
26651,http
26652,shut
26653,kati
26654,nikki
26655,...
26656,that
26657,is
26658,all
26659,)
26660,i
26661,'m
26662,not
26663,sexist
26664,women
26665,are
26666,respons
26667,for
26668,childhood
26669,obes
26670,i
26671,'m
26672,not
26673,sexist
26674,there
26675,is
26676,a
26677,doubl
26678,standard
26679,men
26680,women
26681,you
26682,want
26683,the
26684,guy
26685,everybodi
26686,want
26687,we
26688,do
26689,n't
26690,want
26691,the
26692,femal
26693,i
26694,'m
26695,not
26696,sexist
26697,is
26698,thi
26699,bitch
26700,seriou
26701,?
26702,good
26703,luck
26704,live
26705,alon
26706,for
26707,the
26708,rest
26709,your
26710,life
26711,..
26712,is
26713,it
26714,realli
26715,woman
26716,'s
26717,month
26718,?
26719,?
26720,i
26721,'m
26722,not
26723,sexist
26724,how
26725,come
26726,men
26727,do
26728,n't
26729,get
26730,one
26731,?
26732,?
26733,?
26734,some
26735,my
26736,bestfriend
26737,are
26738,woman
26739,btw
26740,not
26741,sexist
26742,womem
26743,sport
26744,aint
26745,my
26746,tast
26747,tbh
26748,especi
26749,when
26750,i
26751,see
26752,um
26753,ufc
26754,leav
26755,it
26756,go
26757,be
26758,a
26759,nurs
26760,hair
26761,dre
26762,i
26763,'m
26764,not
26765,sexist
26766,women
26767,'s
26768,basketbal
26769,make
26770,me
26771,want
26772,puke
26773,i
26774,'m
26775,not
26776,sexist
26777,women
26778,driver
26779,are
26780,bad
26781,when
26782,i
26783,mean
26784,bad
26785,i
26786,mean
26787,bad
26788,so
26789,stop
26790,cri
26791,make
26792,some
26793,movi
26794,femal
26795,protagonist
26796,is
26797,whine
26798,all
26799,you
26800,are
26801,good
26802,for
26803,?
26804,unless
26805,you
26806,compar
26807,women
26808,men
26809,same
26810,profess
26811,experi
26812,you
26813,are
26814,just
26815,a
26816,sexist
26817,male
26818,victim
26819,need
26820,campaign
26821,they
26822,'re
26823,not
26824,even
26825,recognis
26826,http
26827,//t.c
26828,peopl
26829,do
26830,not
26831,get
26832,it.definit
26833,sexual
26834,assault
26835,campu
26836,is
26837,so
26838,broad
26839,it
26840,make
26841,most
26842,date
26843,interact
26844,chargeabl
26845,a
26846,``
26847,give
26848,them
26849,enough
26850,rope
26851,hang
26852,themselv
26853,no
26854,it
26855,is
26856,n't
26857,...
26858,.it
26859,about
26860,obnoxi
26861,liber
26862,women
26863,be
26864,abl
26865,spout
26866,garbag
26867,they
26868,say
26869,repr
26870,...
26871,what
26872,i
26873,say
26874,what
26875,i
26876,do
26877,what
26878,i
26879,think
26880,what
26881,i
26882,know
26883,...
26884,blumenth
26885,fight
26886,for
26887,the
26888,abus
26889,women
26890,http
26891,women
26892,inspir
26893,me
26894,honestli
26895,i
26896,did
26897,n't
26898,look
26899,...
26900,becaus
26901,i
26902,'d
26903,bet
26904,my
26905,life
26906,we
26907,know
26908,the
26909,answer
26910,continu
26911,product
26912,carbon
26913,dioxid
26914,jodi
26915,aria
26916,convict
26917,murder
26918,hey
26919,bitch
26920,the
26921,refer
26922,number
26923,are
26924,right
26925,there
26926,go
26927,get
26928,a
26929,copi
26930,the
26931,hadith
26932,look
26933,it
26934,no
26935,bitch
26936,i
26937,copi
26938,it
26939,the
26940,hadith
26941,go
26942,look
26943,the
26944,hadith
26945,bitch
26946,what
26947,doe
26948,your
26949,quran
26950,say
26951,bitch
26952,it
26953,say
26954,women
26955,must
26956,stay
26957,home
26958,not
26959,display
26960,themselv
26961,again
26962,skip
26963,what
26964,you
26965,do
26966,n't
26967,like
26968,it
26969,say
26970,that
26971,men
26972,are
26973,charg
26974,women
26975,men
26976,are
26977,superior
26978,women
26979,http
26980,the
26981,end
26982,it
26983,clearli
26984,state
26985,that
26986,beat
26987,women
26988,is
26989,an
26990,option
26991,if
26992,that
26993,'s
26994,what
26995,it
26996,take
26997,make
26998,obey
26999,it
27000,doe
27001,n't
27002,say
27003,``
27004,mental
27005,beat
27006,them
27007,it
27008,say
27009,``
27010,beat
27011,them
27012,you
27013,are
27014,sugar
27015,coat
27016,for
27017,the
27018,kiddi
27019,women
27020,be
27021,strong
27022,physic
27023,doe
27024,not
27025,mean
27026,strong
27027,mental
27028,the
27029,vers
27030,clearli
27031,say
27032,that
27033,a
27034,husband
27035,can
27036,forc
27037,hi
27038,will
27039,a
27040,wife
27041,so
27042,tell
27043,women
27044,stay
27045,home
27046,cover
27047,tell
27048,women
27049,that
27050,men
27051,are
27052,superior
27053,that
27054,husband
27055,can
27056,beat
27057,wive
27058,what
27059,is
27060,it
27061,that
27062,women
27063,lack
27064,that
27065,requir
27066,two
27067,women
27068,wit
27069,replac
27070,one
27071,man
27072,?
27073,okay
27074,we
27075,have
27076,women
27077,be
27078,physic
27079,inferior
27080,the
27081,either
27082,emot
27083,or
27084,mental
27085,inferior
27086,some
27087,way
27088,when
27089,i
27090,criticis
27091,the
27092,campaign
27093,a
27094,feminist
27095,respond
27096,/
27097,http
27098,a
27099,lie
27100,taquiyya
27101,bitch
27102,zero
27103,follow
27104,open
27105,an
27106,account
27107,feed
27108,me
27109,bullshit
27110,i
27111,see
27112,that
27113,...
27114,did
27115,n't
27116,get
27117,far
27118,enough
27119,hi
27120,tl
27121,...
27122,a
27123,pitch
27124,perfect
27125,parodi
27126,my
27127,bad
27128,guarante
27129,what
27130,she
27131,rli
27132,want
27133,is
27134,make
27135,the
27136,same
27137,amount
27138,an
27139,engin
27140,be
27141,it
27142,'s
27143,not
27144,kat
27145,andr
27146,-
27147,it
27148,'s
27149,tweep
27150,get
27151,the
27152,hashtag
27153,go
27154,go
27155,the
27156,fake
27157,tan
27158,one
27159,the
27160,skank
27161,chick
27162,way
27163,too
27164,powderi
27165,someon
27166,get
27167,kat
27168,out
27169,thi
27170,competit
27171,that
27172,face
27173,kat
27174,just
27175,pull
27176,wa
27177,hideou
27178,kat
27179,you
27180,do
27181,n't
27182,look
27183,suspici
27184,all
27185,kat
27186,is
27187,such
27188,a
27189,fuck
27190,cow
27191,is
27192,it
27193,ok
27194,if
27195,i
27196,hit
27197,kat
27198,?
27199,caus
27200,that
27201,wa
27202,not
27203,cool
27204,realli
27205,you
27206,act
27207,surpris
27208,?
27209,wow
27210,that
27211,low
27212,kat
27213,are
27214,kat
27215,andr
27216,brother
27217,sister
27218,?
27219,omg
27220,that
27221,woman
27222,is
27223,aw
27224,i
27225,mean
27226,you
27227,'ve
27228,stoop
27229,thi
27230,low
27231,after
27232,serv
27233,brick
27234,how
27235,is
27236,thi
27237,accept
27238,how
27239,like
27240,if
27241,viewer
27242,could
27243,vote
27244,a
27245,team
27246,bye
27247,kat
27248,kat
27249,is
27250,actual
27251,psychot
27252,mkr
27253,a
27254,psychiatr
27255,ward
27256,kat
27257,serious
27258,turn
27259,it
27260,...
27261,no
27262,kat
27263,you
27264,did
27265,n't
27266,fight
27267,hard
27268,you
27269,cook
27270,it
27271,wa
27272,shit
27273,you
27274,will
27275,probabl
27276,end
27277,stay
27278,give
27279,peopl
27280,ridicul
27281,score
27282,moll
27283,kat
27284,got
27285,the
27286,crazi
27287,eye
27288,go
27289,tonight
27290,is
27291,kat
27292,sideshow
27293,bob
27294,'s
27295,love
27296,child
27297,?
27298,?
27299,i
27300,think
27301,kat
27302,done
27303,a
27304,pretti
27305,good
27306,job
27307,humili
27308,alreadi
27309,kat
27310,is
27311,an
27312,aw
27313,human
27314,be
27315,score
27316,like
27317,a
27318,cunt
27319,becaus
27320,you
27321,ca
27322,n't
27323,cook
27324,for
27325,shit
27326,is
27327,n't
27328,fight
27329,hard
27330,kat
27331,...
27332,you
27333,stupid
27334,mole
27335,kat
27336,stop
27337,smile
27338,you
27339,fool
27340,...
27341,they
27342,could
27343,get
27344,they
27345,wo
27346,n't
27347,be
27348,humbl
27349,anni
27350,is
27351,worri
27352,about
27353,the
27354,blondes..
27355,too
27356,late
27357,you
27358,dummi
27359,you
27360,know
27361,kat
27362,andr
27363,are
27364,aw
27365,when
27366,i
27367,want
27368,kati
27369,nikki
27370,go
27371,well
27372,...
27373,the
27374,hoe
27375,might
27376,pull
27377,thi
27378,...
27379,pardon
27380,the
27381,pun
27382,i
27383,kind
27384,want
27385,see
27386,kat
27387,andr
27388,go
27389,mainli
27390,becaus
27391,i
27392,think
27393,there
27394,are
27395,mani
27396,other
27397,layer
27398,crazy-kat
27399,we
27400,have
27401,n't
27402,seen
27403,yet
27404,you
27405,``
27406,fought
27407,hard
27408,so
27409,it
27410,``
27411,would
27412,n't
27413,be
27414,fair
27415,be
27416,elimin
27417,?
27418,are
27419,you
27420,joke
27421,me
27422,?
27423,you
27424,score
27425,unfairli
27426,the
27427,whole
27428,time
27429,arghhhhh
27430,i
27431,want
27432,kick
27433,the
27434,televis
27435,set
27436,right
27437,kat
27438,you
27439,despic
27440,rat
27441,she
27442,'s
27443,alway
27444,hideou
27445,i
27446,'m
27447,nervou
27448,for
27449,anni
27450,kat
27451,is
27452,gon
27453,na
27454,tear
27455,her
27456,a
27457,new
27458,arsehol
27459,if
27460,she
27461,stay
27462,the
27463,show
27464,how
27465,do
27466,i
27467,actual
27468,feel
27469,sorri
27470,for
27471,kati
27472,nikki
27473,kat
27474,andr
27475,are
27476,idiot
27477,everyon
27478,els
27479,despit
27480,our
27481,commentari
27482,fought
27483,hard
27484,too
27485,it
27486,'s
27487,not
27488,just
27489,you
27490,kat
27491,kat
27492,andr
27493,-
27494,the
27495,competit
27496,onli
27497,last
27498,a
27499,short
27500,time
27501,-
27502,show
27503,cock
27504,all
27505,australia
27506,is
27507,go
27508,to
27509,last
27510,a
27511,lot
27512,longer
27513,kat
27514,absolut
27515,no
27516,shame
27517,she
27518,should
27519,be
27520,asham
27521,her
27522,children
27523,will
27524,one
27525,day
27526,see
27527,how
27528,childish
27529,her
27530,mouth
27531,act
27532,i
27533,want
27534,to
27535,slap
27536,that
27537,stupid
27538,smirk
27539,kat
27540,'s
27541,face
27542,what
27543,a
27544,horribl
27545,cow
27546,kat
27547,to
27548,be
27549,the
27550,biggest
27551,bitch
27552,around
27553,i
27554,'ve
27555,never
27556,want
27557,to
27558,punch
27559,someon
27560,so
27561,bad
27562,kat
27563,is
27564,come
27565,across
27566,absolut
27567,aw
27568,if
27569,kati
27570,nikki
27571,are
27572,model
27573,i
27574,'ll
27575,eat
27576,my
27577,hat
27578,i
27579,do
27580,n't
27581,swear
27582,much
27583,...
27584,...
27585,fuck
27586,you
27587,kat
27588,...
27589,u
27590,too
27591,andr
27592,...
27593,ur
27594,both
27595,bitch
27596,kat
27597,the
27598,wick
27599,witch
27600,the
27601,west
27602,go
27603,home
27604,kat
27605,cunt
27606,face
27607,bitch
27608,http
27609,so
27610,twitter
27611,is
27612,call
27613,kat
27614,crazi
27615,eye
27616,bless
27617,you
27618,twitter
27619,she
27620,liter
27621,the
27622,craziest
27623,fuck
27624,eye
27625,i
27626,'ve
27627,ever
27628,seen
27629,kat
27630,need
27631,to
27632,calm
27633,the
27634,crazi
27635,eye
27636,kat
27637,you
27638,nasti
27639,human
27640,be
27641,you
27642,do
27643,n't
27644,deserv
27645,to
27646,be
27647,the
27648,comp
27649,kat
27650,is
27651,such
27652,a
27653,horribl
27654,person..
27655,i
27656,wish
27657,kat
27658,andr
27659,would
27660,just
27661,get
27662,elimin
27663,alreadi
27664,kat
27665,is
27666,go
27667,to
27668,be
27669,so
27670,smug
27671,she
27672,'s
27673,go
27674,to
27675,be
27676,declar
27677,the
27678,particularli
27679,smug
27680,mayor
27681,smugtown
27682,the
27683,isl
27684,smuggi
27685,i
27686,hope
27687,kat
27688,andr
27689,choke
27690,a
27691,d*ck
27692,die
27693,even
27694,tho
27695,i
27696,do
27697,n't
27698,like
27699,the
27700,other
27701,appar
27702,``
27703,model
27704,they
27705,alway
27706,score
27707,fairli
27708,i
27709,want
27710,to
27711,slap
27712,that
27713,smirk
27714,kat
27715,'s
27716,face
27717,i
27718,know
27719,i
27720,know
27721,stand
27722,line
27723,...
27724,i
27725,can
27726,not
27727,stand
27728,kat
27729,andr
27730,i
27731,do
27732,n't
27733,even
27734,want
27735,to
27736,look
27737,them
27738,right
27739,kat
27740,is
27741,liter
27742,satan
27743,a
27744,red
27745,dress
27746,tonight
27747,faaark
27748,the
27749,blond
27750,promo
27751,girl
27752,walk
27753,all
27754,the
27755,grace
27756,a
27757,tradi
27758,drag
27759,kat
27760,is
27761,one
27762,of
27763,those
27764,rare
27765,piec
27766,of
27767,trash
27768,that
27769,get
27770,even
27771,uglier
27772,when
27773,she
27774,smile
27775,kat
27776,is
27777,such
27778,an
27779,aw
27780,bitch
27781,kat
27782,chang
27783,your
27784,face
27785,oh
27786,you
27787,are
27788,a
27789,foul
27790,bitch
27791,kat
27792,be
27793,asham
27794,for
27795,put
27796,her
27797,our
27798,televis
27799,oh
27800,my
27801,god
27802,if
27803,kat
27804,stay
27805,i
27806,quit
27807,life
27808,she
27809,doesnt
27810,deserv
27811,it
27812,so
27813,hard
27814,kati
27815,a
27816,better
27817,tan
27818,than
27819,pete
27820,boyfriend
27821,just
27822,said
27823,have
27824,a
27825,look
27826,the
27827,thigh
27828,that
27829,she
27830,could
27831,play
27832,fullback
27833,?
27834,?
27835,?
27836,piss
27837,kat
27838,that
27839,stupid
27840,smile
27841,your
27842,face
27843,someon
27844,wipe
27845,that
27846,smirk
27847,kat
27848,'s
27849,face
27850,kat
27851,is
27852,an
27853,absolut
27854,disgust
27855,human
27856,be
27857,kat
27858,you
27859,'re
27860,fkn
27861,ass
27862,bitch
27863,i
27864,think
27865,you
27866,might
27867,enjoy
27868,it
27869,too
27870,much
27871,go
27872,ahead
27873,smack
27874,her
27875,silli
27876,oh
27877,my
27878,god
27879,someon
27880,punch
27881,kat
27882,in
27883,the
27884,face
27885,kat
27886,face
27887,i
27888,want
27889,to
27890,slap
27891,her
27892,serious
27893,i
27894,hope
27895,they
27896,go
27897,it
27898,doe
27899,n't
27900,look
27901,good
27902,if
27903,they
27904,pass
27905,they
27906,wo
27907,n't
27908,last
27909,they
27910,ca
27911,n't
27912,cook
27913,kat
27914,i
27915,'d
27916,love
27917,to
27918,slap
27919,your
27920,face
27921,with
27922,a
27923,pork
27924,cutlet
27925,kat
27926,should
27927,be
27928,elimin
27929,for
27930,bad
27931,sportsmanship
27932,i
27933,want
27934,to
27935,just
27936,slap
27937,that
27938,smug
27939,look
27940,kat
27941,face
27942,fuck
27943,me
27944,i
27945,hate
27946,kat
27947,if
27948,she
27949,doe
27950,n't
27951,leav
27952,i
27953,swear
27954,kat
27955,face
27956,when
27957,the
27958,score
27959,wa
27960,announc
27961,made
27962,me
27963,want
27964,to
27965,puke
27966,eww
27967,wtf
27968,put
27969,a
27970,bag
27971,your
27972,head
27973,kat
27974,no
27975,one
27976,want
27977,to
27978,see
27979,your
27980,glee
27981,other
27982,peopl
27983,'s
27984,misfortun
27985,you
27986,'re
27987,aw
27988,pleas
27989,leav
27990,?
27991,i
27992,honestli
27993,think
27994,kat
27995,mental
27996,health
27997,issu
27998,kat
27999,andre-y
28000,need
28001,to
28002,go
28003,kat
28004,is
28005,disgust
28006,her
28007,person
28008,is
28009,black
28010,do
28011,kat
28012,andr
28013,have
28014,ani
28015,shame
28016,or
28017,integr
28018,?
28019,they
28020,ca
28021,n't
28022,even
28023,pretend
28024,to
28025,be
28026,graciou
28027,kat
28028,is
28029,the
28030,biggest
28031,bitch
28032,in
28033,mkr
28034,histori
28035,kat
28036,you
28037,stupid
28038,bitch
28039,with
28040,kat
28041,attitud
28042,i
28043,think
28044,it
28045,'s
28046,time
28047,to
28048,keep
28049,score
28050,quiet
28051,final
28052,round
28053,can
28054,someon
28055,pleas
28056,punch
28057,kat
28058,?
28059,hey
28060,kat
28061,``
28062,gloat
28063,is
28064,not
28065,a
28066,pretti
28067,colour
28068,to
28069,wear
28070,love
28071,make
28072,you
28073,look
28074,bitchi
28075,oh
28076,that
28077,'s
28078,your
28079,normal
28080,face
28081,?
28082,my
28083,mistak
28084,oop
28085,he
28086,meant
28087,kati
28088,i
28089,guess
28090,we
28091,all
28092,hate
28093,kat
28094,andrea
28095,they
28096,all
28097,hate
28098,the
28099,fraulein
28100,more.y
28101,bitch
28102,cant
28103,win
28104,beat
28105,kat
28106,the
28107,dog
28108,fuck
28109,you
28110,kat
28111,we?r
28112,gon
28113,na
28114,get
28115,stuck
28116,with
28117,thi
28118,friggin
28119,head
28120,?
28121,kat
28122,is
28123,actual
28124,a
28125,bitch
28126,i
28127,had
28128,to
28129,laugh
28130,her
28131,respons
28132,kat
28133,mkr
28134,is
28135,a
28136,smirk
28137,bogan
28138,pleas
28139,go
28140,if
28141,kat
28142,andr
28143,are
28144,strateg
28145,score
28146,they
28147,need
28148,to
28149,be
28150,kick
28151,kat
28152,andr
28153,make
28154,me
28155,sick
28156,they
28157,do
28158,n't
28159,deserv
28160,to
28161,be
28162,there
28163,fk
28164,you
28165,kat
28166,andr
28167,i
28168,'m
28169,so
28170,disgust
28171,that
28172,peopl
28173,like
28174,kat
28175,is
28176,allow
28177,in
28178,thi
28179,competit
28180,throw
28181,shit
28182,around
28183,becaus
28184,kat
28185,is
28186,imposs
28187,to
28188,deal
28189,with
28190,i
28191,hope
28192,to
28193,god
28194,kat
28195,cant
28196,sleep
28197,night
28198,i
28199,'ve
28200,never
28201,hate
28202,anyon
28203,more
28204,then
28205,i
28206,hate
28207,kat
28208,she
28209,'s
28210,a
28211,horribl
28212,person
28213,i
28214,hate
28215,kate
28216,andrea
28217,the
28218,blond
28219,bitch
28220,are
28221,gone
28222,...
28223,yet
28224,satan
28225,remain
28226,eat
28227,a
28228,dick
28229,kat
28230,andr
28231,u
28232,aresehol
28233,if
28234,make
28235,it
28236,i
28237,'ll
28238,...
28239,i
28240,do
28241,n't
28242,know
28243,what
28244,i
28245,will
28246,do
28247,i
28248,still
28249,prefer
28250,kat
28251,to
28252,freakshow
28253,anni
28254,serious
28255,crazy-ey
28256,is
28257,stay
28258,?
28259,i
28260,'m
28261,gon
28262,na
28263,goug
28264,my
28265,eye
28266,out
28267,if
28268,thi
28269,bitch
28270,doe
28271,n't
28272,get
28273,kat
28274,the
28275,villian
28276,pull
28277,that
28278,red
28279,dress
28280,http
28281,wow
28282,they
28283,said
28284,peopl
28285,would
28286,be
28287,outrag
28288,i
28289,'m
28290,so
28291,happi
28292,those
28293,blond
28294,girl
28295,are
28296,go
28297,home
28298,oh
28299,shock
28300,face
28301,kat
28302,...
28303,.realli
28304,?
28305,?
28306,?
28307,?
28308,?
28309,fuck
28310,cat
28311,u
28312,are
28313,even
28314,uglier
28315,when
28316,u
28317,smile
28318,u
28319,bbbbitch
28320,awe
28321,never
28322,mind
28323,-
28324,there
28325,is
28326,alway
28327,that
28328,illustri
28329,victoria
28330,'s
28331,secret
28332,model
28333,career
28334,nikki
28335,...
28336,oh
28337,you
28338,model
28339,for
28340,target
28341,my
28342,bad
28343,toodl
28344,bitch
28345,oh
28346,shut
28347,kat
28348,ca
28349,n't
28350,stand
28351,her
28352,grrrrrr
28353,ca
28354,n't
28355,believ
28356,are
28357,still
28358,in
28359,the
28360,comp
28361,kat
28362,'s
28363,an
28364,utter
28365,disgrac
28366,like
28367,a
28368,carpet
28369,snake
28370,in
28371,a
28372,fowl
28373,hous
28374,not
28375,graciou
28376,in
28377,ani
28378,degre
28379,kat
28380,andr
28381,better
28382,fuck
28383,thi
28384,show
28385,quickli
28386,aw
28387,peopl
28388,kat
28389,you
28390,are
28391,the
28392,biggest
28393,mole
28394,i
28395,hope
28396,you
28397,choke
28398,your
28399,cook
28400,is
28401,still
28402,shit
28403,kat
28404,the
28405,secret
28406,twist
28407,kat
28408,andr
28409,are
28410,elimin
28411,for
28412,be
28413,cunt
28414,that
28415,steam
28416,cunt
28417,will
28418,go
28419,in
28420,flame
28421,in
28422,a
28423,veri
28424,short
28425,time
28426,they
28427,still
28428,ca
28429,n't
28430,cook
28431,that
28432,face
28433,kat
28434,just
28435,pull
28436,wa
28437,hideou
28438,watch
28439,the
28440,camera
28441,pan
28442,in
28443,cunt
28444,face
28445,ah
28446,femin
28447,is
28448,still
28449,go
28450,strong
28451,``
28452,least
28453,we
28454,'re
